STATUS | wrapper  | 2006/07/25 11:51:30 | --> Wrapper Started as Console
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:287)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:425)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:292)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.Thread.run(Thread.java:534)
INFO   | jvm 1    | 2006/07/25 12:20:54 | Jul 25, 2006 12:20:54 PM org.apache.catalina.startup.Catalina start
INFO   | jvm 1    | 2006/07/25 12:20:54 | SEVERE: Catalina.start: 
INFO   | jvm 1    | 2006/07/25 12:20:54 | LifecycleException:  Protocol handler start failed: java.net.BindException: Address already in use: JVM_Bind:9090
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.coyote.tomcat5.CoyoteConnector.start(CoyoteConnector.java:1529)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.core.StandardService.start(StandardService.java:489)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.core.StandardServer.start(StandardServer.java:2313)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Catalina.start(Catalina.java:556)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:287)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:425)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:292)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.Thread.run(Thread.java:534)
INFO   | jvm 1    | 2006/07/25 12:20:54 | Jul 25, 2006 12:20:54 PM org.apache.catalina.startup.Catalina start
INFO   | jvm 1    | 2006/07/25 12:20:54 | INFO: Server startup in 3500 ms
INFO   | jvm 1    | 2006/07/25 12:20:54 | StandardServer.await: create[8005]: java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:20:54 | java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:331)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.net.ServerSocket.bind(ServerSocket.java:318)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.core.StandardServer.await(StandardServer.java:496)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Catalina.await(Catalina.java:619)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Catalina.start(Catalina.java:579)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:287)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:425)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:292)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at java.lang.Thread.run(Thread.java:534)
INFO   | jvm 1    | 2006/07/25 12:20:54 | Jul 25, 2006 12:20:54 PM org.apache.coyote.http11.Http11Protocol pause
INFO   | jvm 1    | 2006/07/25 12:20:54 | INFO: Pausing Coyote HTTP/1.1 on http-9090
INFO   | jvm 1    | 2006/07/25 12:20:54 | Jul 25, 2006 12:20:54 PM org.apache.coyote.tomcat5.CoyoteConnector pause
INFO   | jvm 1    | 2006/07/25 12:20:54 | SEVERE: Protocol handler pause failed
INFO   | jvm 1    | 2006/07/25 12:20:54 | java.lang.NullPointerException
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.coyote.tomcat5.CoyoteConnector.pause(CoyoteConnector.java:1444)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.core.StandardService.stop(StandardService.java:521)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.core.StandardServer.stop(StandardServer.java:2347)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Catalina.stop(Catalina.java:605)
INFO   | jvm 1    | 2006/07/25 12:20:54 | 	at org.apache.catalina.startup.Catalina$CatalinaShutdownHook.run(Catalina.java:648)
STATUS | wrapper  | 2006/07/25 12:20:56 | <-- Wrapper Stopped
STATUS | wrapper  | 2006/07/25 12:22:25 | --> Wrapper Started as Console
STATUS | wrapper  | 2006/07/25 12:22:25 | Launching a JVM...
INFO   | jvm 1    | 2006/07/25 12:22:25 | Wrapper (Version 3.2.1) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2006/07/25 12:22:25 | 
INFO   | jvm 1    | 2006/07/25 12:22:27 | Jul 25, 2006 12:22:26 PM org.apache.coyote.http11.Http11Protocol init
INFO   | jvm 1    | 2006/07/25 12:22:27 | INFO: Initializing Coyote HTTP/1.1 on http-90
INFO   | jvm 1    | 2006/07/25 12:22:27 | Jul 25, 2006 12:22:26 PM org.apache.catalina.startup.Catalina load
INFO   | jvm 1    | 2006/07/25 12:22:27 | INFO: Initialization processed in 984 ms
INFO   | jvm 1    | 2006/07/25 12:22:27 | Jul 25, 2006 12:22:27 PM org.apache.catalina.core.StandardService start
INFO   | jvm 1    | 2006/07/25 12:22:27 | INFO: Starting service Catalina
INFO   | jvm 1    | 2006/07/25 12:22:27 | Jul 25, 2006 12:22:27 PM org.apache.catalina.core.StandardEngine start
INFO   | jvm 1    | 2006/07/25 12:22:27 | INFO: Starting Servlet Engine: Apache Tomcat/5.0.30
INFO   | jvm 1    | 2006/07/25 12:22:27 | Jul 25, 2006 12:22:27 PM org.apache.catalina.core.StandardHost start
INFO   | jvm 1    | 2006/07/25 12:22:27 | INFO: XML validation disabled
INFO   | jvm 1    | 2006/07/25 12:22:27 | Jul 25, 2006 12:22:27 PM org.apache.catalina.core.StandardHost getDeployer
INFO   | jvm 1    | 2006/07/25 12:22:27 | INFO: Create Host deployer for direct deployment ( non-jmx ) 
INFO   | jvm 1    | 2006/07/25 12:22:27 | Jul 25, 2006 12:22:27 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:27 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\admin.xml
INFO   | jvm 1    | 2006/07/25 12:22:29 | Jul 25, 2006 12:22:29 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:29 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\balancer.xml
INFO   | jvm 1    | 2006/07/25 12:22:29 | Jul 25, 2006 12:22:29 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:29 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\manager.xml
INFO   | jvm 1    | 2006/07/25 12:22:29 | Jul 25, 2006 12:22:29 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:29 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\TalentPool.xml
INFO   | jvm 1    | 2006/07/25 12:22:30 | Jul 25, 2006 12:22:30 PM org.apache.struts.util.PropertyMessageResources <init>
INFO   | jvm 1    | 2006/07/25 12:22:30 | INFO: Initializing, config='org.apache.struts.util.LocalStrings', returnNull=true
INFO   | jvm 1    | 2006/07/25 12:22:30 | Jul 25, 2006 12:22:30 PM org.apache.struts.util.PropertyMessageResources <init>
INFO   | jvm 1    | 2006/07/25 12:22:30 | INFO: Initializing, config='org.apache.struts.action.ActionResources', returnNull=true
INFO   | jvm 1    | 2006/07/25 12:22:30 | Jul 25, 2006 12:22:30 PM org.apache.struts.util.PropertyMessageResources <init>
INFO   | jvm 1    | 2006/07/25 12:22:30 | INFO: Initializing, config='talentpoollabels', returnNull=true
INFO   | jvm 1    | 2006/07/25 12:22:30 | Jul 25, 2006 12:22:30 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:30 | INFO: Installing web application at context path /jsp-examples from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\jsp-examples
INFO   | jvm 1    | 2006/07/25 12:22:30 | Jul 25, 2006 12:22:30 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:30 | INFO: Installing web application at context path  from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\ROOT
INFO   | jvm 1    | 2006/07/25 12:22:30 | Jul 25, 2006 12:22:30 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:30 | INFO: Installing web application at context path /servlets-examples from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\servlets-examples
INFO   | jvm 1    | 2006/07/25 12:22:31 | Jul 25, 2006 12:22:30 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:31 | INFO: Installing web application at context path /tomcat-docs from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\tomcat-docs
INFO   | jvm 1    | 2006/07/25 12:22:31 | Jul 25, 2006 12:22:31 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:22:31 | INFO: Installing web application at context path /webdav from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\webdav
INFO   | jvm 1    | 2006/07/25 12:22:31 | Jul 25, 2006 12:22:31 PM org.apache.coyote.http11.Http11Protocol start
INFO   | jvm 1    | 2006/07/25 12:22:31 | INFO: Starting Coyote HTTP/1.1 on http-90
INFO   | jvm 1    | 2006/07/25 12:22:31 | Jul 25, 2006 12:22:31 PM org.apache.jk.common.ChannelSocket init
INFO   | jvm 1    | 2006/07/25 12:22:31 | INFO: Port busy 8009 java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:22:31 | Jul 25, 2006 12:22:31 PM org.apache.jk.common.ChannelSocket init
INFO   | jvm 1    | 2006/07/25 12:22:31 | INFO: JK2: ajp13 listening on /0.0.0.0:8010
INFO   | jvm 1    | 2006/07/25 12:22:31 | Jul 25, 2006 12:22:31 PM org.apache.jk.server.JkMain start
INFO   | jvm 1    | 2006/07/25 12:22:31 | INFO: Jk running ID=1 time=0/16  config=D:\TalentpoolInstaller\TalentPool\tomcat\conf\jk2.properties
INFO   | jvm 1    | 2006/07/25 12:22:31 | Jul 25, 2006 12:22:31 PM org.apache.catalina.startup.Catalina start
INFO   | jvm 1    | 2006/07/25 12:22:31 | INFO: Server startup in 4297 ms
INFO   | jvm 1    | 2006/07/25 12:22:31 | StandardServer.await: create[8005]: java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:22:31 | java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:331)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at java.net.ServerSocket.bind(ServerSocket.java:318)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at org.apache.catalina.core.StandardServer.await(StandardServer.java:496)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at org.apache.catalina.startup.Catalina.await(Catalina.java:619)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at org.apache.catalina.startup.Catalina.start(Catalina.java:579)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:287)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:425)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:292)
INFO   | jvm 1    | 2006/07/25 12:22:31 | 	at java.lang.Thread.run(Thread.java:534)
STATUS | wrapper  | 2006/07/25 12:22:33 | <-- Wrapper Stopped
STATUS | wrapper  | 2006/07/25 12:22:58 | --> Wrapper Started as Console
STATUS | wrapper  | 2006/07/25 12:22:58 | Launching a JVM...
INFO   | jvm 1    | 2006/07/25 12:22:59 | Wrapper (Version 3.2.1) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2006/07/25 12:22:59 | 
INFO   | jvm 1    | 2006/07/25 12:23:00 | Jul 25, 2006 12:23:00 PM org.apache.coyote.http11.Http11Protocol init
INFO   | jvm 1    | 2006/07/25 12:23:00 | INFO: Initializing Coyote HTTP/1.1 on http-90
INFO   | jvm 1    | 2006/07/25 12:23:00 | Jul 25, 2006 12:23:00 PM org.apache.catalina.startup.Catalina load
INFO   | jvm 1    | 2006/07/25 12:23:00 | INFO: Initialization processed in 1000 ms
INFO   | jvm 1    | 2006/07/25 12:23:00 | Jul 25, 2006 12:23:00 PM org.apache.catalina.core.StandardService start
INFO   | jvm 1    | 2006/07/25 12:23:00 | INFO: Starting service Catalina
INFO   | jvm 1    | 2006/07/25 12:23:00 | Jul 25, 2006 12:23:00 PM org.apache.catalina.core.StandardEngine start
INFO   | jvm 1    | 2006/07/25 12:23:00 | INFO: Starting Servlet Engine: Apache Tomcat/5.0.30
INFO   | jvm 1    | 2006/07/25 12:23:00 | Jul 25, 2006 12:23:00 PM org.apache.catalina.core.StandardHost start
INFO   | jvm 1    | 2006/07/25 12:23:00 | INFO: XML validation disabled
INFO   | jvm 1    | 2006/07/25 12:23:00 | Jul 25, 2006 12:23:00 PM org.apache.catalina.core.StandardHost getDeployer
INFO   | jvm 1    | 2006/07/25 12:23:00 | INFO: Create Host deployer for direct deployment ( non-jmx ) 
INFO   | jvm 1    | 2006/07/25 12:23:00 | Jul 25, 2006 12:23:00 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:00 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\admin.xml
INFO   | jvm 1    | 2006/07/25 12:23:02 | Jul 25, 2006 12:23:02 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:02 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\balancer.xml
INFO   | jvm 1    | 2006/07/25 12:23:02 | Jul 25, 2006 12:23:02 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:02 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\manager.xml
INFO   | jvm 1    | 2006/07/25 12:23:03 | Jul 25, 2006 12:23:02 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:03 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\TalentPool.xml
INFO   | jvm 1    | 2006/07/25 12:23:03 | Jul 25, 2006 12:23:03 PM org.apache.struts.util.PropertyMessageResources <init>
INFO   | jvm 1    | 2006/07/25 12:23:03 | INFO: Initializing, config='org.apache.struts.util.LocalStrings', returnNull=true
INFO   | jvm 1    | 2006/07/25 12:23:03 | Jul 25, 2006 12:23:03 PM org.apache.struts.util.PropertyMessageResources <init>
INFO   | jvm 1    | 2006/07/25 12:23:03 | INFO: Initializing, config='org.apache.struts.action.ActionResources', returnNull=true
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.struts.util.PropertyMessageResources <init>
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Initializing, config='talentpoollabels', returnNull=true
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Installing web application at context path /jsp-examples from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\jsp-examples
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Installing web application at context path  from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\ROOT
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Installing web application at context path /servlets-examples from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\servlets-examples
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Installing web application at context path /tomcat-docs from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\tomcat-docs
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Installing web application at context path /webdav from URL file:D:\TalentpoolInstaller\TalentPool\tomcat\webapps\webdav
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.coyote.http11.Http11Protocol start
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Starting Coyote HTTP/1.1 on http-90
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.jk.common.ChannelSocket init
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Port busy 8009 java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.jk.common.ChannelSocket init
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: JK2: ajp13 listening on /0.0.0.0:8010
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.jk.server.JkMain start
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Jk running ID=1 time=0/16  config=D:\TalentpoolInstaller\TalentPool\tomcat\conf\jk2.properties
INFO   | jvm 1    | 2006/07/25 12:23:04 | Jul 25, 2006 12:23:04 PM org.apache.catalina.startup.Catalina start
INFO   | jvm 1    | 2006/07/25 12:23:04 | INFO: Server startup in 4266 ms
INFO   | jvm 1    | 2006/07/25 12:23:04 | StandardServer.await: create[8005]: java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:23:04 | java.net.BindException: Address already in use: JVM_Bind
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:331)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at java.net.ServerSocket.bind(ServerSocket.java:318)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at org.apache.catalina.core.StandardServer.await(StandardServer.java:496)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at org.apache.catalina.startup.Catalina.await(Catalina.java:619)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at org.apache.catalina.startup.Catalina.start(Catalina.java:579)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:287)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:425)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at java.lang.reflect.Method.invoke(Method.java:324)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:292)
INFO   | jvm 1    | 2006/07/25 12:23:04 | 	at java.lang.Thread.run(Thread.java:534)
STATUS | wrapper  | 2006/07/25 12:23:06 | <-- Wrapper Stopped
STATUS | wrapper  | 2006/07/25 12:24:23 | --> Wrapper Started as Console
STATUS | wrapper  | 2006/07/25 12:24:23 | Launching a JVM...
INFO   | jvm 1    | 2006/07/25 12:24:24 | Wrapper (Version 3.2.1) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2006/07/25 12:24:24 | 
INFO   | jvm 1    | 2006/07/25 12:24:25 | Jul 25, 2006 12:24:25 PM org.apache.coyote.http11.Http11Protocol init
INFO   | jvm 1    | 2006/07/25 12:24:25 | INFO: Initializing Coyote HTTP/1.1 on http-8080
INFO   | jvm 1    | 2006/07/25 12:24:25 | Jul 25, 2006 12:24:25 PM org.apache.catalina.startup.Catalina load
INFO   | jvm 1    | 2006/07/25 12:24:25 | INFO: Initialization processed in 1000 ms
INFO   | jvm 1    | 2006/07/25 12:24:25 | Jul 25, 2006 12:24:25 PM org.apache.catalina.core.StandardService start
INFO   | jvm 1    | 2006/07/25 12:24:25 | INFO: Starting service Catalina
INFO   | jvm 1    | 2006/07/25 12:24:25 | Jul 25, 2006 12:24:25 PM org.apache.catalina.core.StandardEngine start
INFO   | jvm 1    | 2006/07/25 12:24:25 | INFO: Starting Servlet Engine: Apache Tomcat/5.0.30
INFO   | jvm 1    | 2006/07/25 12:24:25 | Jul 25, 2006 12:24:25 PM org.apache.catalina.core.StandardHost start
INFO   | jvm 1    | 2006/07/25 12:24:25 | INFO: XML validation disabled
INFO   | jvm 1    | 2006/07/25 12:24:25 | Jul 25, 2006 12:24:25 PM org.apache.catalina.core.StandardHost getDeployer
INFO   | jvm 1    | 2006/07/25 12:24:25 | INFO: Create Host deployer for direct deployment ( non-jmx ) 
INFO   | jvm 1    | 2006/07/25 12:24:25 | Jul 25, 2006 12:24:25 PM org.apache.catalina.core.StandardHostDeployer install
INFO   | jvm 1    | 2006/07/25 12:24:25 | INFO: Processing Context configuration file URL file:D:\TalentpoolInstaller\TalentPool\tomcat\conf\Catalina\localhost\admin.xml
INFO   | jvm 1    | 2006/07/25 12:24:27 | Jul 25, 2006 12:24:27 PM org.apache.catalina.core.StandardHostDeployer install
